ProductID,ProductName,SupplierID,CategoryID,UndiscountedUnitPrice,ReorderLevel,Discontinued,CategoryName,SupplierName,ContactName,ContactTitle,City,Region,Country,OrderID,DiscountedUnitPrice,Quantity,OrderDate,RequiredDate,ShippedDate,ShipperID,Freight,ShipName,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,ShippingTime,ShipperName,Phone,Revenue
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10526,18.0,8,1995-06-05,1995-07-03,1995-06-15,2,58.59,Wartian Herkku,Oulu,,90110,Finland,10.0,United Package,(503) 555-3199,144.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10576,18.0,10,1995-07-24,1995-08-07,1995-07-31,3,18.56,Tortuga Restaurante,MÃ©xico D.F.,,05033,Mexico,7.0,Federal Shipping,(503) 555-9931,180.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10590,18.0,20,1995-08-07,1995-09-04,1995-08-14,3,44.77,MÃ¨re Paillarde,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada,7.0,Federal Shipping,(503) 555-9931,360.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10609,18.0,3,1995-08-24,1995-09-21,1995-08-30,2,1.85,Du monde entier,Nantes,,44000,France,6.0,United Package,(503) 555-3199,54.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10611,18.0,6,1995-08-25,1995-09-22,1995-09-01,2,80.65,Wolski Zajazd,Warszawa,,01-012,Poland,7.0,United Package,(503) 555-3199,108.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10628,18.0,25,1995-09-12,1995-10-10,1995-09-20,3,30.36,Blondel pÃ¨re et fils,Strasbourg,,67000,France,8.0,Federal Shipping,(503) 555-9931,450.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10646,18.0,15,1995-09-27,1995-11-08,1995-10-04,3,142.33,Hungry Owl All-Night Grocers,Cork,Co. Cork,,Ireland,7.0,Federal Shipping,(503) 555-9931,270.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10689,18.0,35,1995-11-01,1995-11-29,1995-11-07,2,13.42,Berglunds snabbkÃ¶p,LuleÃ¥,,S-958 22,Sweden,6.0,United Package,(503) 555-3199,630.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10691,18.0,30,1995-11-03,1995-12-15,1995-11-22,2,810.05,QUICK-Stop,Cunewalde,,01307,Germany,19.0,United Package,(503) 555-3199,540.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10700,18.0,5,1995-11-10,1995-12-08,1995-11-16,1,65.1,Save-a-lot Markets,Boise,ID,83720,USA,6.0,Speedy Express,(503) 555-9831,90.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10729,18.0,50,1995-12-05,1996-01-16,1995-12-15,3,141.06,LINO-Delicateses,I. de Margarita,Nueva Esparta,4980,Venezuela,10.0,Federal Shipping,(503) 555-9931,900.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10752,18.0,8,1995-12-25,1996-01-22,1995-12-29,3,1.39,North/South,London,,SW7 1RZ,UK,4.0,Federal Shipping,(503) 555-9931,144.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10838,18.0,4,1996-02-19,1996-03-18,1996-02-23,3,59.28,LINO-Delicateses,I. de Margarita,Nueva Esparta,4980,Venezuela,4.0,Federal Shipping,(503) 555-9931,72.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10847,18.0,80,1996-02-22,1996-03-07,1996-03-12,3,487.57,Save-a-lot Markets,Boise,ID,83720,USA,19.0,Federal Shipping,(503) 555-9931,1440.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10863,18.0,20,1996-03-04,1996-04-01,1996-03-19,2,30.26,HILARIÃN-Abastos,San CristÃ³bal,TÃ¡chira,5022,Venezuela,15.0,United Package,(503) 555-3199,360.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10869,18.0,40,1996-03-06,1996-04-03,1996-03-11,1,143.28,Seven Seas Imports,London,,OX15 4NB,UK,5.0,Speedy Express,(503) 555-9831,720.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10905,18.0,20,1996-03-26,1996-04-23,1996-04-05,2,13.72,Wellington Importadora,Resende,SP,08737-363,Brazil,10.0,United Package,(503) 555-3199,360.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10911,18.0,10,1996-03-28,1996-04-25,1996-04-04,1,38.19,Godos Cocina TÃ­pica,Sevilla,,41101,Spain,7.0,Speedy Express,(503) 555-9831,180.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10918,18.0,60,1996-04-01,1996-04-29,1996-04-10,3,48.83,Bottom-Dollar Markets,Tsawassen,BC,T2F 8M4,Canada,9.0,Federal Shipping,(503) 555-9931,1080.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10935,18.0,21,1996-04-08,1996-05-06,1996-04-17,3,47.59,Wellington Importadora,Resende,SP,08737-363,Brazil,9.0,Federal Shipping,(503) 555-9931,378.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11003,18.0,4,1996-05-06,1996-06-03,1996-05-08,3,14.91,The Cracker Box,Butte,MT,59801,USA,2.0,Federal Shipping,(503) 555-9931,72.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11005,18.0,2,1996-05-07,1996-06-04,1996-05-10,1,0.75,Wilman Kala,Helsinki,,21240,Finland,3.0,Speedy Express,(503) 555-9831,36.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11006,18.0,8,1996-05-07,1996-06-04,1996-05-15,2,25.19,Great Lakes Food Market,Eugene,OR,97403,USA,8.0,United Package,(503) 555-3199,144.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11025,18.0,10,1996-05-15,1996-06-12,1996-05-24,3,29.17,Wartian Herkku,Oulu,,90110,Finland,9.0,Federal Shipping,(503) 555-9931,180.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11031,18.0,45,1996-05-17,1996-06-14,1996-05-24,2,227.22,Save-a-lot Markets,Boise,ID,83720,USA,7.0,United Package,(503) 555-3199,810.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11035,18.0,10,1996-05-20,1996-06-17,1996-05-24,2,0.17,SuprÃªmes dÃ©lices,Charleroi,,B-6000,Belgium,4.0,United Package,(503) 555-3199,180.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11047,18.0,25,1996-05-24,1996-06-21,1996-05-31,3,46.62,Eastern Connection,London,,WX3 6FW,UK,7.0,Federal Shipping,(503) 555-9931,450.0
1,Chai,1,1,18.0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11070,18.0,40,1996-06-04,1996-07-02,,1,136.0,Lehmanns Marktstand,Frankfurt a.M. ,,60528,Germany,,Speedy Express,(503) 555-9831,720.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10255,15.2,20,1994-08-12,1994-09-09,1994-08-15,3,148.33,Richter Supermarkt,GenÃ¨ve,,1204,Switzerland,3.0,Federal Shipping,(503) 555-9931,304.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10258,15.2,50,1994-08-17,1994-09-14,1994-08-23,1,140.51,Ernst Handel,Graz,,8010,Austria,6.0,Speedy Express,(503) 555-9831,760.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10264,15.2,35,1994-08-24,1994-09-21,1994-09-23,3,3.67,Folk och fÃ¤ HB,BrÃ¤cke,,S-844 67,Sweden,30.0,Federal Shipping,(503) 555-9931,532.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10298,15.2,40,1994-10-06,1994-11-03,1994-10-12,2,168.22,Hungry Owl All-Night Grocers,Cork,Co. Cork,,Ireland,6.0,United Package,(503) 555-3199,608.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10327,15.2,25,1994-11-11,1994-12-09,1994-11-14,1,63.36,Folk och fÃ¤ HB,BrÃ¤cke,,S-844 67,Sweden,3.0,Speedy Express,(503) 555-9831,380.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10335,15.2,7,1994-11-22,1994-12-20,1994-11-24,2,42.11,Hungry Owl All-Night Grocers,Cork,Co. Cork,,Ireland,2.0,United Package,(503) 555-3199,106.39999999999999
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10342,15.2,24,1994-11-30,1994-12-14,1994-12-05,2,54.83,Frankenversand,MÃ¼nchen,,80805,Germany,5.0,United Package,(503) 555-3199,364.79999999999995
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10393,15.2,25,1995-01-25,1995-02-22,1995-02-03,3,126.56,Save-a-lot Markets,Boise,ID,83720,USA,9.0,Federal Shipping,(503) 555-9931,380.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10418,15.2,60,1995-02-17,1995-03-17,1995-02-24,1,17.55,QUICK-Stop,Cunewalde,,01307,Germany,7.0,Speedy Express,(503) 555-9831,912.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10435,15.2,10,1995-03-07,1995-04-18,1995-03-10,2,9.21,Consolidated Holdings,London,,WX1 6LT,UK,3.0,United Package,(503) 555-3199,152.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10440,15.2,45,1995-03-13,1995-04-10,1995-03-31,2,86.53,Save-a-lot Markets,Boise,ID,83720,USA,18.0,United Package,(503) 555-3199,684.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10469,15.2,40,1995-04-10,1995-05-08,1995-04-14,1,60.18,White Clover Markets,Seattle,WA,98124,USA,4.0,Speedy Express,(503) 555-9831,608.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10485,15.2,20,1995-04-25,1995-05-09,1995-05-01,2,64.45,LINO-Delicateses,I. de Margarita,Nueva Esparta,4980,Venezuela,6.0,United Package,(503) 555-3199,304.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10504,19.0,12,1995-05-12,1995-06-09,1995-05-19,3,59.13,White Clover Markets,Seattle,WA,98124,USA,7.0,Federal Shipping,(503) 555-9931,228.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10611,19.0,10,1995-08-25,1995-09-22,1995-09-01,2,80.65,Wolski Zajazd,Warszawa,,01-012,Poland,7.0,United Package,(503) 555-3199,190.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10622,19.0,20,1995-09-06,1995-10-04,1995-09-11,3,50.97,Ricardo Adocicados,Rio de Janeiro,RJ,02389-890,Brazil,5.0,Federal Shipping,(503) 555-9931,380.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10632,19.0,30,1995-09-14,1995-10-12,1995-09-19,1,41.38,Die Wandernde Kuh,Stuttgart,,70563,Germany,5.0,Speedy Express,(503) 555-9831,570.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10641,19.0,50,1995-09-22,1995-10-20,1995-09-26,2,179.61,HILARIÃN-Abastos,San CristÃ³bal,TÃ¡chira,5022,Venezuela,4.0,United Package,(503) 555-3199,950.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10703,19.0,5,1995-11-14,1995-12-12,1995-11-20,2,152.3,Folk och fÃ¤ HB,BrÃ¤cke,,S-844 67,Sweden,6.0,United Package,(503) 555-3199,95.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10714,19.0,30,1995-11-22,1995-12-20,1995-11-27,3,24.49,Save-a-lot Markets,Boise,ID,83720,USA,5.0,Federal Shipping,(503) 555-9931,570.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10722,19.0,3,1995-11-29,1996-01-10,1995-12-05,1,74.58,Save-a-lot Markets,Boise,ID,83720,USA,6.0,Speedy Express,(503) 555-9831,57.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10741,19.0,15,1995-12-15,1995-12-29,1995-12-19,3,10.96,Around the Horn,Colchester,Essex,CO7 6JX,UK,4.0,Federal Shipping,(503) 555-9931,285.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10766,19.0,40,1996-01-05,1996-02-02,1996-01-09,1,157.55,Ottilies KÃ¤seladen,KÃ¶ln,,50739,Germany,4.0,Speedy Express,(503) 555-9831,760.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10787,19.0,15,1996-01-19,1996-02-02,1996-01-26,1,249.93,La maison d'Asie,Toulouse,,31000,France,7.0,Speedy Express,(503) 555-9831,285.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10792,19.0,10,1996-01-23,1996-02-20,1996-01-31,3,23.79,Wolski Zajazd,Warszawa,,01-012,Poland,8.0,Federal Shipping,(503) 555-9931,190.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10806,19.0,20,1996-01-31,1996-02-28,1996-02-05,2,22.11,Victuailles en stock,Lyon,,69004,France,5.0,United Package,(503) 555-3199,380.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10813,19.0,12,1996-02-05,1996-03-04,1996-02-09,1,47.38,Ricardo Adocicados,Rio de Janeiro,RJ,02389-890,Brazil,4.0,Speedy Express,(503) 555-9831,228.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10829,19.0,10,1996-02-13,1996-03-12,1996-02-23,1,154.72,Island Trading,Cowes,Isle of Wight,PO31 7PJ,UK,10.0,Speedy Express,(503) 555-9831,190.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10851,19.0,5,1996-02-26,1996-03-25,1996-03-04,1,160.55,Ricardo Adocicados,Rio de Janeiro,RJ,02389-890,Brazil,7.0,Speedy Express,(503) 555-9831,95.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10852,19.0,15,1996-02-26,1996-03-11,1996-03-01,1,174.05,Rattlesnake Canyon Grocery,Albuquerque,NM,87110,USA,4.0,Speedy Express,(503) 555-9831,285.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10856,19.0,20,1996-02-28,1996-03-27,1996-03-12,2,58.43,Antonio Moreno TaquerÃ­a,MÃ©xico D.F.,,05023,Mexico,13.0,United Package,(503) 555-3199,380.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10866,19.0,21,1996-03-05,1996-04-02,1996-03-14,1,109.11,Berglunds snabbkÃ¶p,LuleÃ¥,,S-958 22,Sweden,9.0,Speedy Express,(503) 555-9831,399.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10885,19.0,20,1996-03-14,1996-04-11,1996-03-20,3,5.64,SuprÃªmes dÃ©lices,Charleroi,,B-6000,Belgium,6.0,Federal Shipping,(503) 555-9931,380.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10888,19.0,20,1996-03-18,1996-04-15,1996-03-25,2,51.87,Godos Cocina TÃ­pica,Sevilla,,41101,Spain,7.0,United Package,(503) 555-3199,380.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10939,19.0,10,1996-04-09,1996-05-07,1996-04-12,2,76.33,Magazzini Alimentari Riuniti,Bergamo,,24100,Italy,3.0,United Package,(503) 555-3199,190.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10991,19.0,50,1996-05-01,1996-05-29,1996-05-07,1,38.51,QUICK-Stop,Cunewalde,,01307,Germany,6.0,Speedy Express,(503) 555-9831,950.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11021,19.0,11,1996-05-14,1996-06-11,1996-05-21,1,297.18,QUICK-Stop,Cunewalde,,01307,Germany,7.0,Speedy Express,(503) 555-9831,209.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11030,19.0,100,1996-05-17,1996-06-14,1996-05-27,2,830.75,Save-a-lot Markets,Boise,ID,83720,USA,10.0,United Package,(503) 555-3199,1900.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11041,19.0,30,1996-05-22,1996-06-19,1996-05-28,2,48.22,Chop-suey Chinese,Bern,,3012,Switzerland,6.0,United Package,(503) 555-3199,570.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11049,19.0,10,1996-05-24,1996-06-21,1996-06-03,1,8.34,Gourmet Lanchonetes,Campinas,SP,04876-786,Brazil,10.0,Speedy Express,(503) 555-9831,190.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11070,19.0,20,1996-06-04,1996-07-02,,1,136.0,Lehmanns Marktstand,Frankfurt a.M. ,,60528,Germany,,Speedy Express,(503) 555-9831,380.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11072,19.0,8,1996-06-04,1996-07-02,,2,258.64,Ernst Handel,Graz,,8010,Austria,,United Package,(503) 555-3199,152.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11075,19.0,10,1996-06-05,1996-07-03,,2,6.19,Richter Supermarkt,GenÃ¨ve,,1204,Switzerland,,United Package,(503) 555-3199,190.0
2,Chang,1,1,19.0,25,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11077,19.0,24,1996-06-05,1996-07-03,,2,8.53,Rattlesnake Canyon Grocery,Albuquerque,NM,87110,USA,,United Package,(503) 555-3199,456.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10289,8.0,30,1994-09-26,1994-10-24,1994-09-28,3,22.77,B's Beverages,London,,EC2 5NT,UK,2.0,Federal Shipping,(503) 555-9931,240.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10405,8.0,50,1995-02-06,1995-03-06,1995-02-22,1,34.82,LINO-Delicateses,I. de Margarita,Nueva Esparta,4980,Venezuela,16.0,Speedy Express,(503) 555-9831,400.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10485,8.0,20,1995-04-25,1995-05-09,1995-05-01,2,64.45,LINO-Delicateses,I. de Margarita,Nueva Esparta,4980,Venezuela,6.0,United Package,(503) 555-3199,160.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10540,10.0,60,1995-06-19,1995-07-17,1995-07-14,3,1007.64,QUICK-Stop,Cunewalde,,01307,Germany,25.0,Federal Shipping,(503) 555-9931,600.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10591,10.0,14,1995-08-07,1995-08-21,1995-08-16,1,55.92,Vaffeljernet,Ãrhus,,8200,Denmark,9.0,Speedy Express,(503) 555-9831,140.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10702,10.0,6,1995-11-13,1995-12-25,1995-11-21,1,23.94,Alfred's Futterkiste,Berlin,,12209,Germany,8.0,Speedy Express,(503) 555-9831,60.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10742,10.0,20,1995-12-15,1996-01-12,1995-12-19,3,243.73,Bottom-Dollar Markets,Tsawassen,BC,T2F 8M4,Canada,4.0,Federal Shipping,(503) 555-9931,200.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10764,10.0,20,1996-01-03,1996-01-31,1996-01-08,3,145.45,Ernst Handel,Graz,,8010,Austria,5.0,Federal Shipping,(503) 555-9931,200.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10849,10.0,49,1996-02-23,1996-03-22,1996-03-01,2,0.56,KÃ¶niglich Essen,Brandenburg,,14776,Germany,7.0,United Package,(503) 555-3199,490.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,10857,10.0,30,1996-02-28,1996-03-27,1996-03-08,2,188.85,Berglunds snabbkÃ¶p,LuleÃ¥,,S-958 22,Sweden,9.0,United Package,(503) 555-3199,300.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11017,10.0,25,1996-05-13,1996-06-10,1996-05-20,2,754.26,Ernst Handel,Graz,,8010,Austria,7.0,United Package,(503) 555-3199,250.0
3,Aniseed Syrup,1,2,10.0,25,0,Condiments,Exotic Liquids,Charlotte Cooper,Purchasing Manager,London,,UK,11077,10.0,4,1996-06-05,1996-07-03,,2,8.53,Rattlesnake Canyon Grocery,Albuquerque,NM,87110,USA,,United Package,(503) 555-3199,40.0
